_repaired_record,address.administrative_area,address.country,address.locality,address.other_localities,address.other_postal_codes,address.other_streets,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.source_urls,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,inspection.details.0.date,inspection.details.0.url,inspection.details.0.text,image_url,osm.latitude,osm.longitude,osm.url,name,other_names,other_phones,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,source_urls,vera_id,wikipedia.page_url,wikidata.page_url
false,FL,"",FPO,"","","",34009,AVENUE C PSC 1005 BOX 55,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,https://www.ice.gov/contact/field-offices?page=4&exposed_form_display=1,(954) 843-5800,MOC,,,,,,,,,"",0,0,"",MIGRANT OPS CENTER MAIN A,"","",,"",11.742424242,false,0,0,true,0.629921,5.80315,5.913386,,0.330709,0.220472,0.07874,5.80315,4.795276,1.637795,0,0,0.6299215.8031500,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"","",""
false,AR,"",TEXARKANA,"","","",71854,2300 EAST STREET,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,https://www.ice.gov/contact/field-offices?page=7&exposed_form_display=1,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-11 00:00:00,Pass,"Jul. 31, 2025","","","",33.4012010,-94.0225542,https://www.openstreetmap.org/way/1283670678,MILLER COUNTY JAIL,"","",,"",2.372180451,true,0.07874,0.283465,true,1.047244,3.598425,3.472441,,0.685039,0.448819,0.385827,3.488189,3.055118,0.771654,0.740157,0.440945,1.0472443.5984250.078740.283465,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/Jackson_County_Jail_%28film%29,""
false,ID,"",BURLEY,"","","",83318,1415 ALBION AVENUE,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,https://www.ice.gov/contact/field-offices?page=7&exposed_form_display=1,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-07-25 00:00:00,Fail,"Jul. 23-25, 2024","","","",42.5352803,-113.7918093,https://www.openstreetmap.org/way/13781733,MINICASSIA DETENTION CENTER,"","",,"",2.691891892,true,0.062992,0.007874,true,1.322835,2.448819,1.385827,,0.527559,0.456693,1.338583,1.519685,2.370079,0.992126,0.244094,0.23622,1.3228352.4488190.0629920.007874,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,SD,"",SIOUX FALLS,"","","",57104,500 NORTH MINNESOTA AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(612) 409-7799,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-12-06 00:00:00,Pass,,,,"",43.5524104,-96.7312370,https://www.openstreetmap.org/way/9903730,MINNEHAHA COUNTY JAIL,"","",,"",2.735849057,true,0.055118,0.110236,true,0.874016,3.409449,2.23622,,0.330709,0.299213,0.496063,3.322835,1.795276,1.314961,0.874016,0.464567,0.8740163.4094490.0551180.110236,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_people_executed_by_the_United_States_federal_government,""
false,MI,United States,Monroe,"","","",48161,7000 East Dunbar Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(313) 771-6601,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-13 00:00:00,Pass,"Mar. 11-13, 2025","","",https://www.ice.gov/sites/default/files/images/detention/monromi.jpg,41.8934700,-83.3963280,https://www.openstreetmap.org/way/38934121,MONROE COUNTY DETENTION-DORM,"","",2025-12-17T02:16:52.000000+0000,"",47.826498423,false,0,0,true,11.503937,113.944882,55.952756,0,1.677165,1.102362,9.307087,113.362205,113.220472,9.055118,0.968504,2.204724,11.503937113.94488200,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=4&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/monroe-county-jail","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,TX,United States,Conroe,"","",806 Hilbig Road,77301,806 HILBIG RD,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,https://www.ice.gov/contact/field-offices?page=3&exposed_form_display=1,(281) 774-4816,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-12-05 00:00:00,Pass,"Dec. 2, 2021","","",https://www.ice.gov/sites/default/files/images/detention/montgomeryFacility.jpg,30.3373558,-95.4435603,https://www.openstreetmap.org/way/1426751403,MONTGOMERY ICE PROCESSING CENTER,"","",2025-12-17T02:02:33.000000+0000,"",14.778912273,false,29.07874,285.771654,true,290.590551,625.755905,679.19685,750,194.055118,78.220472,96.220472,862.700788,535.188976,434.968504,170.96063,90.07874,290.590551625.75590529.07874285.771654,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=4&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/montgomery-processing-center","",https://en.wikipedia.org/wiki/List_of_deaths_in_ICE_detention,""
false,PA,United States,Philipsburg,"","","",16866,555 GEO Drive,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,https://www.ice.gov/contact/field-offices?page=5&exposed_form_display=1,(215) 656-7164,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,"Apr. 26-28, 2022","","",https://www.ice.gov/assets/pages/detention/facilities/moshannon.png,40.9209855,-78.2422799,https://www.openstreetmap.org/way/821532351,MOSHANNON VALLEY PROCESSING CENTER,"","",2025-12-17T02:02:59.000000+0000,"",55.342062945,true,19.96063,28.370079,true,399.889764,1214.68504,864.299213,800,270.826772,96.456693,111.669291,1183.952756,871.220472,269.244094,285.425197,237.015748,399.8897641214.6850419.9606328.370079,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=4&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/moshannon-valley-processing-center","",https://en.wikipedia.org/wiki/Moshannon_Valley_Correctional_Center,""
false,IA,United States,Muscatine,"","","",52761,400 Walnut Street,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(612) 409-7799,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,"",Scheduled FY26,"",,,,https://www.ice.gov/doclib/detention/muscatineCountyJail.png,41.4243549,-91.0446662,https://www.openstreetmap.org/?mlat=41.4243549&mlon=-91.0446662,MUSCATINE COUNTY JAIL,"","",2026-02-10T02:24:12.000000+0000,"",31.308823529,true,0.23622,0.708661,true,11.023622,6.724409,12.307087,0,6.598425,2.503937,2.952756,6.637795,6.818898,3.251969,2.125984,6.496063,11.0236226.7244090.236220.708661,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=4&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/muscatine-county-jail","",https://en.wikipedia.org/wiki/Old_Jail_%28Muscatine%2C_Iowa%29,""
false,NY,"",EAST MEADOW,"","","",11554,100 CARMAN AVENUE,NY,United States,New York,10278,"26 Federal Plaza 9th Floor, Suite 9-110","The five boroughs (counties of NYC) and the following counties: Duchess, Nassau, Putnam, Suffolk, Sullivan, Orange, Rockland, Ulster, and Westchester",NewYork.Outreach@ice.dhs.gov,New York City Field Office,NYC,New York - ERO,https://www.ice.gov/contact/field-offices?page=4&exposed_form_display=1,(212) 436-9315,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,Scheduled FY26,,,,,"",40.7278070,-73.5561653,https://www.openstreetmap.org/way/420370453,NASSAU COUNTY CORRECTIONAL CENTER,"","",,"",2.094986807,true,0,0,true,1.338583,11.590551,5.330709,,0.755906,0.708661,1.275591,10.188976,10.692913,0.661417,0.866142,0.708661,1.33858311.59055100,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/Nassau_County_Sheriff%27s_Department,https://www.wikidata.org/wiki/Q113367923
false,WY,United States,Casper,"","","",82601,1100 Bruce Lane,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(720) 873-2899,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-06-12 00:00:00,Pass,"Jul. 31, 2025","","",https://www.ice.gov/sites/default/files/2025-09/250926natrona.jpg,42.8624860,-106.3447050,https://www.openstreetmap.org/way/1242195370,NATRONA COUNTY JAIL,"","",2025-12-17T02:06:09.000000+0000,"",14.923076923,true,0.551181,0.464567,true,1.637795,10.535433,8.937008,0,0.645669,1.582677,0.346457,10.614173,7.937008,2.377953,1.307087,1.566929,1.63779510.5354330.5511810.464567,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=4&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/natrona-county-detention-center","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,LA,"",KILLONA,"","","",70057,5061 HIGHWAY 3127,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,https://www.ice.gov/contact/field-offices?page=7&exposed_form_display=1,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,Scheduled FY26,,,,,"",30.0060367,-90.4828620,https://www.openstreetmap.org/?mlat=30.0060367&mlon=-90.4828620,NELSON COLEMAN CORRECTIONS CENTER,NELSON COLEMAN CORRECTION,"",,"",1.817204301,false,0,0,true,0.527559,2.23622,1.858268,,0.165354,0.19685,0.314961,2.086614,1.212598,0.874016,0.417323,0.259843,0.5275592.2362200,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_Louisiana_state_prisons,""
true,NV,United States,Pahrump,"",89048,2190 E Mesquite Avenue,89060,2190 EAST MESQUITE AVENUE,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,https://www.ice.gov/contact/field-offices?page=7&exposed_form_display=1,(801) 736-1200,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility,Office of Detention Oversight,2024-03-21 00:00:00,Pass,"Jan. 24-26, 2017","","",https://www.ice.gov/sites/default/files/images/detention/slc-sncc.jpg,36.2520145,-115.9770311,https://www.openstreetmap.org/way/685750941,NEVADA SOUTHERN DETENTION CENTER,"","",2025-12-17T01:56:51.000000+0000,"",46.943872778,false,0,0.062992,true,193.606299,266.086614,227.92126,0,120.141732,43.645669,72.92126,223.047244,186.826772,120.771654,92.913386,59.244094,193.606299266.08661400.062992,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=4&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/nevada-southern-detention-center","",https://en.wikipedia.org/wiki/Southern_Nevada_Correctional_Center,""
false,NC,"",CASTLE HAYNE,"","","",28429,3950 JUVENILE RD,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,https://www.ice.gov/contact/field-offices?page=0&exposed_form_display=1,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-22 00:00:00,Pass,"May 23-25, 2023","","","",34.3557241,-77.8999864,https://www.openstreetmap.org/?mlat=34.3557241&mlon=-77.8999864,NEW HANOVER COUNTY JAIL,"","",,"",2.293859649,true,0,0.141732,true,0.976378,3.015748,1.866142,,0.385827,0.433071,0.889764,2.425197,1.818898,1,0.661417,0.653543,0.9763783.01574800.141732,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_people_executed_by_the_United_States_federal_government,""
false,NY,"",LOCKPORT,"","","",14094,5526 NIAGARA STREET EXTENTION,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,https://www.ice.gov/contact/field-offices?page=0&exposed_form_display=1,(716) 464-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,Scheduled FY26,,,,,"",43.1687104,-78.6965670,https://www.openstreetmap.org/?mlat=43.1687104&mlon=-78.6965670,NIAGARA COUNTY JAIL,"","",,"",10.983870968,true,0.062992,10.653543,true,0,0.015748,4.511811,,0,0.070866,0.086614,10.574803,10.433071,0.141732,0.15748,0,00.0157480.06299210.653543,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,WV,"",GREENWOOD,"","","",26415,#1 LOIS LANE,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,https://www.ice.gov/contact/field-offices?page=5&exposed_form_display=1,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,,"Sep. 13-15, 2022","","","",39.2807895,-80.8537931,https://www.openstreetmap.org/way/504421114,NORTH CENTRAL REGIONAL JAIL,"","",,"",5.078431373,false,0.047244,0.220472,false,0.125984,2.165354,0.496063,,0.094488,0.015748,0.062992,2.385827,2.228346,0.07874,0.031496,0.220472,0.1259842.1653540.0472440.220472,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/West_Virginia_Division_of_Corrections_and_Rehabilitation,""
true,MI,United States,Baldwin,"","",1805 W 32nd Street,49304,1805 W 32ND ST,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(313) 771-6601,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,"",Scheduled FY26,"",,,,https://www.ice.gov/sites/default/files/2025-06/detFacNorthLake.jpg,43.9271432,-85.8380749,https://www.openstreetmap.org/way/1426309621,NORTH LAKE CORRECTIONAL FACILITY,"","",2025-12-17T01:55:53.000000+0000,"",45.173363949,true,6.724409,105.669291,true,140.637795,1166.03937,571.338583,1800,60.866142,46,91.992126,1220.212598,1167.511811,131.401575,75.244094,44.913386,140.6377951166.039376.724409105.669291,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=5&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/north-lake-processing-center","",https://en.wikipedia.org/wiki/North_Lake_Correctional_Facility,https://www.wikidata.org/wiki/Q28446258
false,OH,United States,Youngstown,"","","",44505,2240 Hubbard Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,"",Scheduled FY27,"","Mar. 13-15, 2018","","",https://www.ice.gov/sites/default/files/2025-08/detFacNEOCC.jpg,41.1288515,-80.6267877,https://www.openstreetmap.org/way/52323388,NORTHEAST OHIO CORRECTIONAL CENTER,"","",2025-12-17T02:09:34.000000+0000,"",30.535031847,false,0,0,true,42.559055,163.440945,122.645669,0,23.055118,12.307087,10.952756,159.685039,136.574803,31.307087,23.952756,14.165354,42.559055163.44094500,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=5&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/northeast-ohio-correctional-center","",https://en.wikipedia.org/wiki/Northeast_Ohio_Correctional_Center,https://www.wikidata.org/wiki/Q48804599
true,WV,"",MOUNDSVILLE,"","","",26041,RD 2 BOX 1,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,https://www.ice.gov/contact/field-offices?page=5&exposed_form_display=1,(215) 656-7164,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,,,,,"",39.9296424,-80.7412036,https://www.openstreetmap.org/way/210116615,NORTHERN REGIONAL JAIL,"","",,"",7.141176471,true,0.259843,2.503937,true,2,24.614173,12.897638,,1.062992,0.992126,1.291339,26.031496,22.181102,4.338583,1.062992,1.795276,224.6141730.2598432.503937,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/West_Virginia_Division_of_Corrections_and_Rehabilitation,""
true,WA,United States,Tacoma,"",98421-1615,"1623 E J Street, Suite 2",98421,1623 E J STREET,WA,United States,Seattle,98168,12500 Tukwila International Boulevard,"Alaska, Oregon, Washington",Seattle.Outreach@ice.dhs.gov,Seattle Field Office,SEA,Seattle - ERO,https://www.ice.gov/contact/field-offices?page=6&exposed_form_display=1,(206) 277-2000,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-01-30 00:00:00,Pass,,,,https://www.ice.gov/sites/default/files/images/nwIPC.png,47.2494122,-122.4211421,https://www.openstreetmap.org/way/1441723158,NORTHWEST ICE PROCESSSING CENTER,"","",2025-12-17T02:02:25.000000+0000,"",51.105221727,true,30.559055,101.700787,true,376.188976,862.511811,844.503937,1181,274.15748,95.133858,96.141732,905.52756,557.409449,222.748031,389.370079,201.433071,376.188976862.51181130.559055101.700787,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=5&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/northwest-ice-processing-center-nwipc","",https://en.wikipedia.org/wiki/Northwest_Detention_Center,""
true,MN,"",CROOKSTON,"","","",56716,816 MARIN AVE SUITE 110,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,https://www.ice.gov/contact/field-offices?page=2&exposed_form_display=1,(612) 409-7799,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-10-03 00:00:00,Pass,,,,"",47.7739988,-96.6081167,https://www.openstreetmap.org/?mlat=47.7739988&mlon=-96.6081167,NORTHWEST REGIONAL CORRECTIONS CENTER,"","",,"",24.272727273,true,0,0.968504,true,1.283465,12.543307,6.968504,,0.519685,0.015748,1.11811,13.141732,3.574803,7.645669,3.574803,0,1.28346512.54330700.968504,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
false,VT,United States,Swanton,"","","",05488,3649 Lower Newton Road,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(781) 359-7500,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,ODO OASIP,2025-07-31 00:00:00,Pass,"Jun. 25-27, 2024","","",https://www.ice.gov/doclib/detention/northwestStateCorr.jpg,44.9181593,-73.1242364,https://www.openstreetmap.org/?mlat=44.9181593&mlon=-73.1242364,NORTHWEST STATE CORRECTIONAL CENTER,"","",2026-02-05T02:20:51.000000+0000,"",13.438095238,true,0,0,true,0.944882,10.03937,4.511811,0,0.858268,0.062992,0.409449,9.653543,8.653543,0.527559,1.23622,0.566929,0.94488210.0393700,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=5&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/northwest-state-correctional-facility","",https://en.wikipedia.org/wiki/Joliet_Correctional_Center,""
true,KY,United States,La Grange,LaGrange,"",3405 West Highway 146,40031,3405 W HWY 146,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,https://www.ice.gov/contact/field-offices?page=1&exposed_form_display=1,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-09-19 00:00:00,Pass,"Jul. 6-9, 2020","","",https://www.ice.gov/sites/default/files/images/oldhamCoDetCenter.png,38.4075527,-85.3788246,https://www.openstreetmap.org/?mlat=38.4075527&mlon=-85.3788246,OLDHAM COUNTY DETENTION CENTER,"","",2025-12-17T02:16:25.000000+0000,(502) 222-3500,37.369680851,true,0.007874,0.055118,true,43.023622,85.370079,74.755906,0,15.464567,15.488189,21.220472,76.283465,55.086614,38.80315,21.322835,13.244094,43.02362285.3700790.0078740.055118,"https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,https://www.ice.gov/detention-facilities?page=5&exposed_form_display=1,https://www.ice.gov/detain/detention-facilities/oldham-county-detention-center","",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
true,FL,"",ORLANDO,"","","",32839,3855 SOUTH JOHN YOUNG PARKWAY,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,https://www.ice.gov/contact/field-offices?page=4&exposed_form_display=1,(954) 843-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-15 00:00:00,Pass,,,,"",28.5421218,-81.3790450,https://www.openstreetmap.org/?mlat=28.5421218&mlon=-81.3790450,ORANGE COUNTY JAIL,ORANGE COUNTY JAIL (FL),"",,"",2.603530032,true,1.606299,13.110236,true,11.291339,52.779528,23.370079,,6.637795,5.440945,5.244094,61.464567,43,15.307087,12.708661,7.771654,11.29133952.7795281.60629913.110236,https://www.ice.gov/doclib/detention/FY26_detentionStats_02122026.xlsx,"",https://en.wikipedia.org/wiki/Orange_County_Men%27s_Central_Jail_escape,""
