address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
KY,"",LONDON,40744,440 HAMMOCK ROAD,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",37.1283343,37.1283343,https://www.openstreetmap.org/?mlat=37.1283343&mlon=-84.0835576&zoom=15,LAUREL COUNTY CORRECTIONAL CENTER,,"",3,true,0,0,true,1,0,1, ,0,0,0,1,0,0,0,1,1,"",https://en.wikipedia.org/wiki/Youth_detention_center,""
SD,"",DEADWOOD,57732,80 SHERMAN STREET,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",44.3743812,44.3743812,https://www.openstreetmap.org/?mlat=44.3743812&mlon=-103.7290723&zoom=15,LAWRENCE COUNTY,,"", ,true,0,0,true,1,8,4, ,0,0,0,9,7,1,2,0,9,"","",https://www.wikidata.org/wiki/Q485615
KS,United States,Leavenworth,66048,1300 METROPOLITAN AVE,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/2025-08/detFacLeavenworth.jpg,39.3113257,39.3113257,https://www.openstreetmap.org/?mlat=39.3113257&mlon=-94.9227590&zoom=15,LEAVENWORTH US PENITENTIARY,2025-08-20T04:03:43.000000+0000,"",57,false,0,0,true,45,12,52, ,28,5,6,18,14,6,14,23,57,"",https://en.wikipedia.org/wiki/Federal_Correctional_Institution%2C_Leavenworth,""
SC,"",LEXINGTON,29072,521 GIBSON ROAD,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-08 00:00:00,Pass,"",33.9804494,33.9804494,https://www.openstreetmap.org/?mlat=33.9804494&mlon=-81.2374167&zoom=15,LEXINGTON COUNTY JAIL,,"",1,true,0,1,true,2,3,2, ,0,0,0,6,2,2,1,1,6,"",https://en.wikipedia.org/wiki/Kim_Davis,""
TX,United States,Groesbeck,76642,910 North Tyus Street,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-03-27 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/limestoneCoDetCntr.jpg,31.5243379,31.5243379,https://www.openstreetmap.org/?mlat=31.5243379&mlon=-96.5338693&zoom=15,LIMESTONE COUNTY DETENTION CENTER,2025-09-17T10:43:35.000000+0000,"",41,false,0,0,true,43,199,85, ,4,5,20,212,136,104,2,1,242,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
NE,"",NORTH PLATTE,69101,3020 N JEFFERS,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",41.1368333,41.1368333,https://www.openstreetmap.org/?mlat=41.1368333&mlon=-100.7612819&zoom=15,LINCOLN COUNTY JAIL,,"",22,true,3,2,true,10,7,10, ,1,5,1,14,3,2,11,5,22,"",https://en.wikipedia.org/wiki/Lincoln_Heights_Jail,""
IA,"",CEDAR RAPIDS,52401,53 3RD AVENUE BRIDGE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2023-09-28 00:00:00,Pass,"",41.9758872,41.9758872,https://www.openstreetmap.org/?mlat=41.9758872&mlon=-91.6704053&zoom=15,LINN COUNTY JAIL,,"",48,true,2,4,true,19,19,29, ,5,1,4,34,10,20,9,4,44,"",https://en.wikipedia.org/wiki/Old_Linn_County_Jail,https://www.wikidata.org/wiki/Q28543774
OK,"",GUTHRIE,73044,216 S BROAD ST,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",35.8789231,35.8789231,https://www.openstreetmap.org/?mlat=35.8789231&mlon=-97.4252772&zoom=15,LOGAN COUNTY JAIL,,"",4,true,0,0,true,1,5,2, ,0,0,0,6,4,1,0,0,6,"",https://en.wikipedia.org/wiki/Old_Logan_County_Jail,""
LA,"",ANGOLA,70712,18198 TUNICA TRACE BLDG E,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",30.9598118,30.9598118,https://www.openstreetmap.org/relation/2616192,LOUISIANA ICE PROCESSING,,"",15,false,0,0,true,171,13,173,208,126,12,3,43,0,2,57,126,184,"",https://en.wikipedia.org/wiki/South_Louisiana_ICE_Processing_Center,""
TX,"",LUBBOCK,79401,811 MAIN STREET,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-26 00:00:00,Pass,"",33.5855677,33.5855677,https://www.openstreetmap.org/?mlat=33.5855677&mlon=-101.8470215&zoom=15,LUBBOCK COUNTY DETENTION CENTER,,"",1,true,0,0,true,1,3,2, ,0,0,0,3,2,1,0,0,4,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
MS,"",CANTON,39046,2935 HIGHWAY 51,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-09-26 00:00:00,Pass,"",32.6126020,32.6126020,https://www.openstreetmap.org/?mlat=32.6126020&mlon=-90.0367512&zoom=15,MADISON COUNTY JAIL,,"",2,true,0,2,true,3,7,8, ,0,0,0,12,7,2,1,2,12,"",https://en.wikipedia.org/wiki/Amber_Portwood,https://www.wikidata.org/wiki/Q132252843
OH,United States,Youngstown,44503,110 Fifth Avenue,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/images/detFacMahoning_0.jpg,41.1035786,41.1035786,https://www.openstreetmap.org/?mlat=41.1035786&mlon=-80.6520161&zoom=15,MAHONING COUNTY JAIL,2025-05-06T04:26:48.000000+0000,"",16,true,4,34,true,9,46,45, ,2,6,4,81,73,13,5,2,93,"",https://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States%2C_October_2023,""
IN,"",INDIANAPOLIS,46203,695 JUSTICE WAY,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2023-12-31 00:00:00,Pass,"",39.7683331,39.7683331,https://www.openstreetmap.org/?mlat=39.7683331&mlon=-86.1583502&zoom=15,MARION COUNTY JAIL,,"",36,true,1,0,true,10,60,34, ,0,2,4,65,50,13,4,3,71,"",https://en.wikipedia.org/wiki/Marion_County_Jail_and_Jailor%27s_House,https://www.wikidata.org/wiki/Q28543839
FL,"",STUART,34994,800 SOUTHEAST MONTEREY ROAD,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",27.1979830,27.1979830,https://www.openstreetmap.org/?mlat=27.1979830&mlon=-80.2519175&zoom=15,MARTIN COUNTY JAIL,,"",2,true,1,2,true,0,1,2, ,0,0,0,4,2,0,2,1,4,"",https://en.wikipedia.org/wiki/Gerard_John_Schaefer,""
NE,"",MCCOOK,69001,2309 N HIGHWAY 83,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement, , , ,"",40.2006859,40.2006859,https://www.openstreetmap.org/?mlat=40.2006859&mlon=-100.6257666&zoom=15,MCCOOK DETENTION CENTER,,"", ,false,0,0,true,2,3,1, ,1,1,2,3,3,1,1,0,5,"",https://en.wikipedia.org/wiki/Cornhusker_Clink,""
CA,United States,Bakersfield,93301,425 Golden State Ave,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-04-17 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfMesaVerde.jpg,35.3738712,35.3738712,https://www.openstreetmap.org/?mlat=35.3738712&mlon=-119.0194630&zoom=15,MESA VERDE ICE PROCESSING CENTER,2025-11-05T10:36:28.000000+0000,"",84,true,0,1,true,85,274,141,320,38,12,18,293,226,34,49,51,360,"",https://en.wikipedia.org/wiki/Incarceration_in_California,""
IN,"",BUNKERHILL,46914,3038 WEST 850 SOUTH PO BOX 900,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",41.1518805,41.1518805,https://www.openstreetmap.org/?mlat=41.1518805&mlon=-85.1253293&zoom=15,MIAMI CORRECTIONAL CENTER,,"", ,false,0,0,true,115,62,109, ,69,25,14,69,1,0,94,81,177,"",https://en.wikipedia.org/wiki/Miami_Correctional_Facility,""
FL,United States,Miami,33132,33 NE 4th Street,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/sites/default/files/2025-04/MIM_lrg.jpg,25.7741566,25.7741566,https://www.openstreetmap.org/?mlat=25.7741566&mlon=-80.1935973&zoom=15,MIAMI FEDERAL DETENTION,2025-05-06T04:26:34.000000+0000,"",49,true,0,1,true,229,236,203, ,100,52,30,284,54,28,234,149,466,"",https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Miami,""
AR,"",TEXARKANA,71854,2300 EAST STREET,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-03-11 00:00:00,Pass,"",33.4254259,33.4254259,https://www.openstreetmap.org/?mlat=33.4254259&mlon=-94.0430937&zoom=15,MILLER COUNTY JAIL,,"",2,true,0,0,true,1,3,2, ,0,0,0,4,2,1,1,0,4,"",https://en.wikipedia.org/wiki/Jackson_County_Jail_%28film%29,""
ID,"",BURLEY,83318,1415 ALBION AVENUE,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-07-25 00:00:00,Fail,"",42.5357428,42.5357428,https://www.openstreetmap.org/?mlat=42.5357428&mlon=-113.7927940&zoom=15,MINICASSIA DETENTION CENTER,,"",3,true,0,0,true,2,3,1, ,0,0,1,4,3,1,0,0,5,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
SD,"",SIOUX FALLS,57104,500 NORTH MINNESOTA AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-12-06 00:00:00,Pass,"",43.5476008,43.5476008,https://www.openstreetmap.org/?mlat=43.5476008&mlon=-96.7293629&zoom=15,MINNEHAHA COUNTY JAIL,,"",4,true,0,0,true,1,4,2, ,0,0,0,5,2,2,1,0,5,"",https://en.wikipedia.org/wiki/List_of_people_executed_by_the_United_States_federal_government,""
MI,United States,Monroe,48161,7000 East Dunbar Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-13 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/monromi.jpg,41.9145037,41.9145037,https://www.openstreetmap.org/?mlat=41.9145037&mlon=-83.3968252&zoom=15,MONROE COUNTY DETENTION-DORM,2025-04-03T10:59:47.000000+0000,"",77,false,0,1,true,15,108,50, ,3,1,9,111,105,12,3,3,124,"",https://en.wikipedia.org/wiki/List_of_prison_escapes,""
NY,"",FONDA,12068,PARK STREET,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility, , , ,"",42.9544248,42.9544248,https://www.openstreetmap.org/?mlat=42.9544248&mlon=-74.3769163&zoom=15,MONTGOMERY COUNTY JAIL,,"",2,true,0,0,true,0,3,1, ,0,0,0,3,3,0,0,0,3,"",https://en.wikipedia.org/wiki/Montgomery_County_Jail_and_Sheriff%27s_Residence,https://www.wikidata.org/wiki/Q5508419
TX,United States,Conroe,77301,806 HILBIG RD,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-12-05 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/montgomeryFacility.jpg,30.3118769,30.3118769,https://www.openstreetmap.org/?mlat=30.3118769&mlon=-95.4560512&zoom=15,MONTGOMERY ICE PROCESSING CENTER,2025-11-04T02:09:47.000000+0000,"",18,true,29,210,true,302,589,679,750,153,65,81,831,315,521,232,62,1130,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
PA,United States,Philipsburg,16866,555 GEO Drive,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/moshannon.png,40.8964465,40.8964465,https://www.openstreetmap.org/?mlat=40.8964465&mlon=-78.2205688&zoom=15,MOSHANNON VALLEY PROCESSING CENTER,2025-10-31T07:03:02.000000+0000,"",115,true,25,24,true,548,984,800,800,294,90,90,1107,654,209,395,323,1581,"",https://en.wikipedia.org/wiki/Moshannon_Valley_Correctional_Center,""
IA,"",MUSCATINE,52761,400 WALNUT STREET,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",41.4246132,41.4246132,https://www.openstreetmap.org/?mlat=41.4246132&mlon=-91.0436508&zoom=15,MUSCATINE COUNTY JAIL,,"",12,true,0,2,true,11,5,9, ,4,2,3,10,8,4,1,5,18,"",https://en.wikipedia.org/wiki/Old_Jail_%28Muscatine%2C_Iowa%29,""
WY,United States,Casper,82601,1100 Bruce Lane,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,(720) 873-2899,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,OASIP,2025-07-31 00:00:00,Pass,https://www.ice.gov/sites/default/files/2025-09/250926natrona.jpg,42.8501191,42.8501191,https://www.openstreetmap.org/?mlat=42.8501191&mlon=-106.3251380&zoom=15,NATRONA COUNTY JAIL,2025-10-07T03:27:33.000000+0000,"",18,true,2,1,true,2,15,12, ,1,1,0,18,12,3,2,3,20,"",https://en.wikipedia.org/wiki/List_of_immigrant_detention_sites_in_the_United_States,""
LA,"",KILLONA,70057,5061 HIGHWAY 3127,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",30.0060367,30.0060367,https://www.openstreetmap.org/?mlat=30.0060367&mlon=-90.4828620&zoom=15,NELSON COLEMAN CORRECTIONS CENTER,,"",2,false,0,0,true,0,3,2, ,0,0,0,4,2,1,0,0,3,"",https://en.wikipedia.org/wiki/List_of_Louisiana_state_prisons,""
NV,United States,Pahrump,89060,2190 EAST MESQUITE AVENUE,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,United States Marshals Service Contract Detention Facility,Office of Detention Oversight,2025-03-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/slc-sncc.jpg,36.2087301,36.2087301,https://www.openstreetmap.org/?mlat=36.2087301&mlon=-115.9846140&zoom=15,NEVADA SOUTHERN DETENTION CENTER,2025-02-10T13:48:55.000000+0000,"",77,false,0,0,true,220,241,250, ,102,36,59,265,185,124,100,53,461,"",https://en.wikipedia.org/wiki/Southern_Nevada_Correctional_Center,""
NC,"",CASTLE HAYNE,28429,3950 JUVENILE RD,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-22 00:00:00,Pass,"",34.3557241,34.3557241,https://www.openstreetmap.org/?mlat=34.3557241&mlon=-77.8999864&zoom=15,NEW HANOVER COUNTY JAIL,,"",3,true,0,0,true,1,3,1, ,0,0,0,3,1,1,1,0,4,"",https://en.wikipedia.org/wiki/List_of_people_executed_by_the_United_States_federal_government,""
NY,"",LOCKPORT,14094,5526 NIAGARA STREET EXTENTION,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",43.1687104,43.1687104,https://www.openstreetmap.org/?mlat=43.1687104&mlon=-78.6965670&zoom=15,NIAGARA COUNTY JAIL,,"",8,true,0,11,true,0,0,3, ,0,0,0,11,11,0,0,0,11,"",https://en.wikipedia.org/wiki/2015_Clinton_Correctional_Facility_escape,""
MI,United States,Baldwin,49304,1805 W 32ND ST,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility, , , ,https://www.ice.gov/sites/default/files/2025-06/detFacNorthLake.jpg,43.9011230,43.9011230,https://www.openstreetmap.org/?mlat=43.9011230&mlon=-85.8517290&zoom=15,NORTH LAKE CORRECTIONAL FACILITY,2025-11-18T06:52:21.000000+0000,"",43,true,6,102,true,137,1018,452,1800,39,32,63,1129,1060,97,69,37,1263,"",https://en.wikipedia.org/wiki/North_Lake_Correctional_Facility,https://www.wikidata.org/wiki/Q28446258
OH,United States,Youngstown,44505,2240 Hubbard Road,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-08/detFacNEOCC.jpg,41.1035786,41.1035786,https://www.openstreetmap.org/?mlat=41.1035786&mlon=-80.6520161&zoom=15,NORTHEAST OHIO CORRECTIONAL CENTER,2025-08-20T04:10:42.000000+0000,"",43,false,0,0,true,52,171,127, ,19,11,6,187,139,39,30,15,223,"",https://en.wikipedia.org/wiki/Northeast_Ohio_Correctional_Center,https://www.wikidata.org/wiki/Q48804599
