address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
GA,United States,Folkston,31537,3424 HIGHWAY 252 EAST,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/folkston_0.jpg,0,0,"",FOLKSTON ANNEX IPC,2025-10-23T09:36:29.000000+0000,"",85,false,0,0,true,78,197,118,338,30,21,16,208,149,41,57,28,275,"","",""
GA,"",FOLKSTON,31537,3262 HIGHWAY 252,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement, , , ,"",0,0,"",FOLKSTON D RAY ICE PROCESSING CTR,,"",22,false,1,2,true,105,596,287,1308,26,21,54,603,453,127,81,42,704,"","",""
GA,United States,Folkston,31537,3026 Hwy 252 East,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,,Pass,https://www.ice.gov/sites/default/files/images/detention/folkston.jpg,0,0,"",FOLKSTON MAIN IPC,2025-10-23T09:34:48.000000+0000,"",76,false,0,2,true,213,461,307,544,65,53,73,485,306,178,137,54,676,"","",""
MN,United States,Albert Lea,56007,411 SOUTH BROADWAY AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/freebmn.jpg,0,0,"",FREEBORN COUNTY ADULT DETENTION CENTER,2025-11-17T08:03:08.000000+0000,"",75,false,0,0,true,42,42,52, ,15,5,8,56,21,19,29,15,84,"","",""
IN,"",ROCHESTER,46975,2006 SWEETGUM RD,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",FULTON CO JAIL INDIANA,,"", ,true,0,0,true,1,1,1, ,0,0,0,3,1,0,1,1,2,"","",""
OH,United States,Chardon,44024,12450 MERRITT DR,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfGeauga.jpg,0,0,"",GEAUGA COUNTY JAIL,2025-04-01T05:38:01.000000+0000,"",75,true,1,7,true,2,15,15, ,3,0,0,22,22,1,1,1,25,"","",""
FL,United States,Moore Haven,33471,1297 East SR 78,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,,Pass,https://www.ice.gov/sites/default/files/images/detention/gladefl.jpg,0,0,"",GLADES COUNTY DETENTION CENTER,2025-02-10T11:06:57.000000+0000,"",51,true,0,0,true,54,410,204,500,9,11,29,415,355,105,2,1,464,"","",""
CA,United States,McFarland,93250,611 FRONTAGE RD,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/goldenStateD8.jpg,0,0,"",GOLDEN STATE ANNEX,2025-09-05T06:36:04.000000+0000,"",266,true,0,0,true,268,355,274,560,148,41,45,389,230,60,160,173,623,"","",""
ND,United States,Grand Forks,58203,1701 NORTH WASHINGTON ST,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-07-11 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/grandForksCC.jpg,0,0,"",GRAND FORKS COUNTY CORRECTIONAL FACILITY,2025-02-10T13:45:30.000000+0000,"",12,true,0,2,true,7,11,13, ,0,3,1,16,6,6,8,0,20,"","",""
KY,United States,LEITCHFIELD,42754,320 Shaw Station Road,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-08-22 00:00:00,Pass,https://www.ice.gov/sites/default/files/2025-08/detFacGrayson.jpg,0,0,"",GRAYSON COUNTY JAIL,2025-08-20T04:07:50.000000+0000,"",21,true,26,118,true,4,3,70, ,10,8,10,123,100,14,28,10,151,"","",""
MO,United States,Springfield,65802,1199 N HASELTINE RD,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/images/greeneCoJail.png,0,0,"",GREENE COUNTY JAIL,2025-05-06T04:21:38.000000+0000,(417) 868-4040,40,true,8,22,true,57,175,121, ,16,9,21,215,171,26,38,26,262,"","",""
NE,"",GRAND ISLAND,68801,110 PUBLIC SAFETY DRIVE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2023-03-09 00:00:00,Pass,"",0,0,"",HALL COUNTY DEPARTMENT OF CORRECTIONS,,"",10,true,0,0,true,7,8,9, ,1,1,3,11,7,5,3,1,15,"","",""
MS,"",BAY ST. LOUIS,39520,8450 HIGHWAY 90,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-05-08 00:00:00,Pass,"",0,0,"",HANCOCK COUNTY PUBLIC SAFETY COMPLEX,,"",2,true,0,3,true,4,22,11, ,0,0,0,28,19,6,3,1,29,"","",""
IA,"",ELDORA,50627,1116 14TH AVENUE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",HARDIN COUNTY JAIL,,"",27,true,0,0,true,27,10,21, ,8,7,6,16,13,6,10,8,37,"","",""
NV,United States,Henderson,89015,18 E Basic Road,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-03-21 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/slc-henderson.jpg,0,0,"",HENDERSON DETENTION,2025-02-10T13:46:37.000000+0000,"",16,true,4,16,true,29,44,53, ,11,3,9,70,36,29,19,9,93,"","",""
FL,"",TAMPA,33619,1201 NORTH ORIENT ROAD,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",HILLSBOROUGH COUNTY JAIL,,"",1,true,0,0,true,1,3,1, ,0,0,0,4,1,2,1,0,4,"","",""
HI,United States,Honolulu,96819,351 ELLIOTT ST,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons, , , ,https://www.ice.gov/assets/pages/detention/facilities/honolulu.png,0,0,"",HONOLULU FEDERAL DETENTION CENTER,2025-02-10T11:03:47.000000+0000,"",41,true,1,9,true,20,44,36, ,11,5,5,54,22,30,19,2,74,"","",""
KY,United States,Madisonville,42431,2250 Lafoon Trail,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-04/HopkinsCountyJail.jpg,0,0,"",HOPKINS COUNTY JAIL,2025-05-06T04:27:06.000000+0000,"",40,true,0,4,true,51,106,87, ,21,11,11,118,90,20,35,16,161,"","",""
TX,United States,Houston,77032,15850 Export Plaza Drive,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-01-30 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/houicdf.jpg,0,0,"",HOUSTON CONTRACT DETENTION FACILITY,2025-02-10T14:15:28.000000+0000,"",49,true,59,273,true,148,388,360,750,93,46,72,657,570,210,55,32,868,"","",""
TX,United States,Livingston,77351,3400 FM 350 South,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-02-13 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/polkctx.jpg,0,0,"",IAM SECURE ADULT DET. FACILITY,2025-02-10T13:46:59.000000+0000,"",74,false,0,0,true,273,577,355,350,94,72,112,572,237,365,203,44,850,"","",""
CA,United States,Calexico,92231,1572 GATEWAY,CA,United States,San Diego,92101,880 Front Street #2242,San Diego and Imperial County,SanDiego.Outreach@ice.dhs.gov,San Diego Field Office,SND,San Diego - ERO,(619) 436-0410,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-01-16 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/sd-imperial.jpg,0,0,"",IMPERIAL REGIONAL DETENTION FACILITY,2025-02-10T13:47:19.000000+0000,"",109,true,3,58,true,94,484,230,640,34,28,33,543,510,45,36,48,639,"","",""
GA,"",OCILLA,31772,132 COTTON DRIVE,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,,Pass,"",0,0,"",IRWIN COUNTY DETENTION CENTER,,"", ,true,0,1,true,21,46,30, ,5,5,5,53,29,14,14,10,68,"","",""
LA,United States,Jonesboro,71251,327 INDUSTRIAL DRIVE,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-12 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/jacksonParish.png,0,0,"",JACKSON PARISH CORRECTIONAL CENTER,2025-09-26T05:26:39.000000+0000,"",50,false,1,0,true,186,997,651,500,68,40,79,997,874,196,81,32,1184,"","",""
ID,"",RIGBY,83442,219 EAST FREMONT AVENUE,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-07-18 00:00:00,Pass,"",0,0,"",JEFFERSON COUNTY JAIL,,"",3,true,0,0,true,1,6,2, ,0,0,1,6,2,6,0,0,7,"","",""
TX,United States,Conroe,77301,500 HILBIG RD,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-12-19 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/montgtx.jpg,0,0,"",JOE CORLEY PROCESSING CTR,2025-05-27T06:02:14.000000+0000,"",36,true,0,0,true,175,753,516, ,59,43,76,750,501,330,57,40,928,"","",""
MN,United States,Willmar,56201,2201 23rd St NE,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-13 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/kandiyohi.jpg,0,0,"",KANDIYOHI COUNTY JAIL,2025-03-06T12:28:47.000000+0000,"",106,true,3,6,true,44,55,68, ,21,10,6,71,38,24,34,12,108,"","",""
TX,"",KARNES CITY,78118,810 COMMERCE STREET,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-04-12 00:00:00,Pass,"",0,0,"",KARNES COUNTY CORRECTIONAL CENTER,,"",2,true,0,0,true,2,0,2, ,0,1,1,0,0,1,1,0,2,"","",""
TX,United States,Karnes City,78118,409 FM 1144,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2024-03-21 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/karnetx_0.jpg,0,0,"",KARNES COUNTY IMMIGRATION PROCESSING CENTER,2025-11-18T07:15:17.000000+0000,"",33,true,41,321,true,37,779,586,928,1,5,72,1101,1089,84,6,0,1178,"","",""
OK,United States,Newkirk,74647,1101 West Dry Road,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-06 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/kayCounty_1.jpg,0,0,"",KAY CO JUSTICE FACILITY,2025-10-08T05:07:31.000000+0000,"",43,true,0,0,true,59,101,82, ,14,12,12,123,75,28,33,24,160,"","",""
KY,United States,Covington,41017,3000 Decker Crane Lane,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-10/detFacKentonCo.jpg,0,0,"",KENTON COUNTY JAIL,2025-10-08T05:14:42.000000+0000,"",64,false,0,0,true,39,60,50, ,8,11,11,69,48,22,25,5,99,"","",""
TN,"",KNOXVILLE,37918,5001 MALONEYVILLE RD,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-09-26 00:00:00,Pass,"",0,0,"",KNOX COUNTY DETENTION FACILITY,,"",4,true,1,7,true,4,17,12, ,0,0,1,28,20,3,5,1,29,"","",""
FL,United States,Miami,33194,18201 SW 12TH ST,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2025-05-01 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/kromeN_SPC.jpg,0,0,"",KROME NORTH SERVICE PROCESSING CENTER,2025-10-03T13:05:30.000000+0000,"",22,false,0,0,true,374,464,407,450,178,77,76,507,175,99,320,245,838,"","",""
TX,United States,Encinal,78019,832 EAST TEXAS STATE HIGHWAY 44,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/2025-07/detFacLaSalleReg.jpg,0,0,"",LA SALLE COUNTY REGIONAL DETENTION CENTER,2025-07-24T10:30:19.000000+0000,"",40,false,1,3,true,22,260,137, ,1,1,15,268,272,14,0,0,286,"","",""
FL,"",TAVARES,32778,551 W MAIN ST,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",LAKE COUNTY JAIL,,"",2,true,0,0,true,1,1,2, ,1,0,0,1,0,0,2,0,2,"","",""
WY,"",CHEYENNE,82001,1910 PIONEER AVENUE,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,(720) 873-2899,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",LARAMIE COUNTY JAIL,,"",3,true,0,0,true,1,4,2, ,0,0,0,5,4,0,1,0,5,"","",""
TX,United States,Laredo,78401,4702 EAST SAUNDERS STREET,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-20 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/lrdicdf.jpg,0,0,"",LAREDO PROCESSING CENTER,2025-02-10T10:38:10.000000+0000,"",74,true,21,323,true,0,7,153, ,6,5,13,327,309,17,15,10,351,"","",""
KY,"",LONDON,40744,440 HAMMOCK ROAD,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",LAUREL COUNTY CORRECTIONAL CENTER,,"",3,true,0,0,true,1,0,1, ,0,0,0,1,0,0,0,1,1,"","",""
